LotFrontage,LotArea,OverallQuality,OverallConditions,YearBuilt,YearRemodel,MasonryVeneerArea,ExteriorQuality,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1Area,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,AboveGroundLivingArea,BasementFullBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Fireplaces,FireplaceQuality,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,PoolArea,PoolQuality,SalePrice,TotalUsedArea,NonbuiltArea,IsDuplex,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,DwellingType,ZoneType,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,Foundation,BasementFinishedType1,BasementFinishedType2,Heating,Electrical,Functional,GarageType,Fence,MiscFeature,SaleType,SaleCondition
0,6291,6,6,1930,1950,0,3,3,3,1,0,768,768,2,1,768,0,768,0,1,0,1,1,2,4,0,0,1930,1,2,440,3,3,0,0,0,0,,1976,5083,0,58,0.0,1.0,78,0.0,0.0,192.0,2,220.0,1320,2304,4608,1-STORY 1945 & OLDER,Residential Medium Density,Grovel,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,RRNe,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Stucco,Wood Shingles,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
60,10266,6,6,1952,1952,0,2,3,3,1,372,396,768,2,1,768,768,1536,0,1,1,4,1,2,7,0,0,1952,1,1,308,3,3,2,0,0,0,,2612,9190,1,56,0.0,2.0,56,0.0058445353594389245,0.03506721215663355,219.42857142857142,2,308.0,924,2304,9216,2-STORY 1945 & OLDER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,FuseA,Typ,Detchd,No Fance,None,COD,Abnormal Sale
60,6876,6,6,1938,1958,0,2,3,3,1,0,1272,1272,2,1,1272,0,1969,0,2,0,4,1,2,9,1,4,1938,1,2,400,3,3,2,0,0,0,,3641,4507,0,50,5.078720162519045E-4,2.0,70,0.008726003490401396,0.05235602094240838,218.77777777777777,4,200.0,1200,3816,11814,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,SBrkr,Min1,Detchd,No Fance,None,COD,Normal Sale
0,10320,5,6,1915,1978,0,2,3,2,1,0,880,880,3,1,880,428,1308,0,2,0,2,1,2,6,0,0,1950,1,2,400,2,2,2,0,0,0,,2588,9040,1,30,0.0,1.0,93,0.0,0.0,218.0,3,200.0,800,2640,6540,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
60,7200,6,7,1925,1992,0,2,3,3,1,0,1040,1040,3,1,1040,0,1040,0,1,0,2,1,2,5,0,0,1993,1,2,320,3,3,2,0,0,0,,2400,5840,0,16,0.0,2.0,83,0.008333333333333333,0.058333333333333334,208.0,2,160.0,960,3120,6240,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
62,7006,6,6,1925,1950,0,2,3,3,1,121,647,768,2,1,788,448,1236,1,2,0,3,1,2,6,1,4,1985,1,1,384,3,3,2,0,0,0,,2388,5834,1,58,8.090614886731392E-4,1.5,83,0.008849557522123894,0.05309734513274336,206.0,2,384.0,1152,2304,7416,1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Stucco,Stucco,NA,Poured Contrete,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Detchd,Minimum Privacy,None,WD,Sale between family members
60,10320,5,8,1912,1991,0,2,2,3,1,0,451,451,2,1,759,0,759,0,1,0,1,1,2,5,0,0,1997,1,2,576,3,3,0,40,0,0,,1786,8985,0,17,0.0,1.0,96,0.005813953488372093,0.046511627906976744,151.8,3,288.0,1728,902,3795,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,RRNe,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,ConLD,Sale between family members
60,10320,3,3,1915,1950,0,1,3,2,1,0,536,536,4,0,808,536,1344,0,2,0,3,2,2,8,0,0,0,0,0,0,0,0,0,42,0,0,,1880,9512,1,58,0.0,1.5,93,0.005813953488372093,0.01744186046511628,168.0,3,0.0,0,1608,4032,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Medium Density,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Two-family Conversion,2Story,Gable,Two-family Conversion,Asphalt Shingles,Asphalt Shingles,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,FuseF,Typ,NA,No Fance,None,WD,Normal Sale
82,9488,5,6,1947,1993,0,3,3,3,1,0,1046,1046,3,0,1054,0,1054,0,1,0,3,1,2,6,0,0,1947,1,1,240,3,3,2,0,0,0,,2340,8194,0,15,0.0,3.0,61,0.008642495784148397,0.05185497470489038,175.66666666666666,2,240.0,720,3138,5270,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Abnormal Sale
0,11235,5,6,1963,1963,0,2,4,3,3,784,197,981,2,1,1075,0,1075,1,1,0,3,1,3,6,0,0,1996,1,2,440,3,3,2,64,0,0,,2496,9720,0,45,0.0,3.0,45,0.0,0.0,179.16666666666666,2,220.0,1320,3924,5375,SPLIT FOYER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Sawyer,Feedr,Norm,Single-family Detached,SFoyer,Gable,Two-family Conversion,Hard Board,Wood Siding,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,Minimum Privacy,None,WD,Abnormal Sale
80,13014,6,5,1978,1978,39,2,3,3,3,528,480,1008,2,1,1096,0,1096,1,1,0,3,1,2,6,1,2,1978,1,2,484,3,3,2,168,0,0,,2588,11434,0,30,9.124087591240876E-4,3.0,30,0.0061472260642385125,0.030736130321192563,182.66666666666666,2,242.0,1452,3024,6576,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,SLvl,Gable,Two-family Conversion,Hard Board,Plywood,Brick Face,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
68,10265,5,7,1967,2005,0,2,3,3,1,758,234,992,4,1,992,0,992,1,1,0,3,1,3,6,0,0,1967,2,1,294,3,3,2,204,0,0,,2278,8979,0,3,0.0,3.0,41,0.006624452021432051,0.046371164150024353,165.33333333333334,2,294.0,882,2976,4960,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,Minimum Privacy,Shed,WD,Normal Sale
0,7703,6,8,1978,1978,40,2,4,3,4,450,0,450,4,1,1034,0,1034,0,1,0,3,1,2,6,1,1,1978,3,2,504,3,3,2,311,0,0,,1988,6165,0,30,9.671179883945841E-4,3.0,30,0.0,0.0,172.33333333333334,2,252.0,1512,1800,6204,SPLIT FOYER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Sawyer,Norm,Norm,Single-family Detached,SFoyer,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Common,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Basment,Good Wood,None,WD,Normal Sale
0,9981,5,5,1967,1967,340,2,3,3,2,221,852,1073,3,1,1073,0,1073,0,1,0,3,1,2,6,0,0,1967,2,1,270,3,3,2,0,0,0,,2416,8638,0,41,0.0,3.0,41,0.0,0.0,178.83333333333334,2,270.0,810,3219,5365,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
0,7400,5,5,1984,1984,0,2,4,3,3,104,0,1060,2,1,1126,0,1126,1,1,0,2,1,2,5,0,0,1984,1,2,506,3,3,2,178,0,0,,2692,5768,0,24,0.0,2.0,24,0.0,0.0,225.2,2,253.0,1518,4240,5630,SPLIT FOYER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Sawyer,Norm,Norm,Single-family Detached,SFoyer,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Low Quality,Average Living Quarters,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
60,12900,5,4,1920,1950,0,2,3,2,1,1300,0,1300,1,1,1140,0,1140,1,1,0,3,1,2,6,0,0,1920,1,2,400,3,3,2,0,0,0,,2840,11360,0,58,0.0,3.0,88,0.004651162790697674,0.018604651162790697,190.0,2,200.0,1200,3900,5700,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Feedr,Norm,Two-family Conversion,1Story,Gable,Two-family Conversion,Brick Face,Stucco,NA,Poured Contrete,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,CarPort,No Fance,None,WD,Allocation
94,9239,5,8,1963,2003,0,2,3,3,1,634,326,960,4,1,960,0,960,1,1,0,3,1,3,6,0,0,1963,3,1,300,3,3,2,168,0,0,,2220,7979,0,5,0.0,3.0,45,0.01017426128368871,0.08139409026950968,160.0,2,300.0,900,2880,4800,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
88,14175,6,8,1956,1956,0,2,3,4,4,776,212,988,2,1,1188,0,1188,1,1,0,1,1,2,4,1,3,1956,1,2,621,3,3,2,102,0,0,,2797,12366,0,52,8.417508417508417E-4,1.0,52,0.006208112874779541,0.04966490299823633,297.0,2,310.5,1863,2964,7128,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,PosA,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,FuseA,Typ,Attchd,No Fance,None,WD,Normal Sale
0,10532,5,3,1960,1960,275,2,3,3,2,988,0,988,3,1,1721,0,1721,1,2,0,3,1,2,7,2,3,1960,1,2,626,3,3,2,50,0,0,,3335,8185,0,48,0.0011621150493898896,1.5,48,0.0,0.0,245.85714285714286,3,313.0,1878,2964,8605,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,ClearCr,Norm,Norm,Single-family Detached,1Story,Flat,Gravel & Tar,Plywood,Plywood,Stone,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Mod,Basment,No Fance,None,WD,Abnormal Sale
63,8375,5,7,1941,1973,0,2,3,3,1,336,240,576,3,1,864,486,1350,1,1,1,2,1,3,6,0,0,1973,1,3,627,3,3,0,0,0,0,,2553,6884,1,35,0.0,1.0,67,0.0075223880597014925,0.05265671641791045,225.0,3,209.0,1881,1728,6750,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Sawyer,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Average Living Quarters,Unfinshed,GasA,SBrkr,Min1,2Types,Minimum Privacy,None,WD,Normal Sale
0,10200,5,8,1970,1970,0,2,4,3,3,704,160,864,4,1,904,0,904,0,1,0,3,1,3,5,0,0,1979,1,3,912,3,3,2,143,0,0,,2680,8384,0,38,0.0,3.0,38,0.0,0.0,180.8,1,304.0,2736,3456,4520,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,SLvl,Hip,Two-family Conversion,Hard Board,Hard Board,NA,Poured Contrete,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,2Types,Minimum Privacy,None,WD,Normal Sale
82,20270,7,6,1979,1979,0,2,4,3,4,599,925,1524,2,1,1524,0,1524,1,2,0,3,1,2,7,2,4,1979,3,2,478,3,3,2,140,0,0,,3526,18268,0,29,0.0013123359580052493,1.5,29,0.004045387271830291,0.024272323630981744,217.71428571428572,3,239.0,1434,6096,10668,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,ClearCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Plywood,Plywood,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
50,5190,7,5,1948,1950,0,2,3,3,1,0,570,570,2,1,617,462,1079,0,1,0,2,1,2,5,1,4,1948,1,1,249,3,3,2,135,0,0,,1898,4324,1,58,9.267840593141798E-4,2.0,60,0.009633911368015413,0.048169556840077066,215.8,2,249.0,747,1710,7553,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Brick Face,Plywood,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
85,19550,5,7,1940,2007,0,2,3,3,4,1035,545,1580,4,1,1518,0,1518,1,1,0,2,1,1,5,2,4,0,0,0,0,0,0,2,0,0,0,,3098,18032,0,1,0.0013175230566534915,2.0,68,0.004347826086956522,0.030434782608695653,303.6,2,0.0,0,4740,7590,1-STORY 1945 & OLDER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,Flat,Gravel & Tar,NA,NA,NA,Poured Contrete,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,NA,No Fance,None,WD,Normal Sale
68,9571,5,6,1956,1956,0,2,3,3,3,870,639,1509,2,1,1509,0,1509,1,1,0,3,1,3,6,1,3,1956,1,1,322,3,3,2,158,0,0,,3340,7740,0,52,6.626905235255136E-4,3.0,52,0.007104795737122558,0.04262877442273535,251.5,2,322.0,966,4527,7545,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Wood Siding,Wood Siding,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,FuseA,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
50,9350,5,5,1975,1975,0,2,4,3,3,864,0,864,1,0,864,0,864,1,1,0,2,1,2,4,0,0,0,0,0,0,0,0,2,0,0,0,,1728,8486,0,33,0.0,2.0,33,0.0053475935828877,0.026737967914438502,216.0,1,0.0,0,3456,4320,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Duplex,SFoyer,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,NA,No Fance,None,WD,Normal Sale
50,9360,6,8,1962,2001,216,3,3,3,1,324,297,621,2,1,621,648,1269,0,1,1,3,1,2,7,0,0,1962,1,1,280,3,3,2,0,0,0,,2170,8459,1,7,0.0,1.5,46,0.005341880341880342,0.042735042735042736,181.28571428571428,3,280.0,840,1863,7614,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Edwards,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Common,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Detchd,Good Wood,None,WD,Normal Sale
0,9771,6,5,1995,2002,190,3,4,3,1,779,298,1077,4,1,1093,1721,2814,0,2,1,4,1,3,9,1,3,1995,3,2,614,3,3,2,48,0,0,,4505,8064,1,6,3.5536602700781805E-4,1.3333333333333333,13,0.0,0.0,312.6666666666667,4,307.0,1842,4308,16884,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Irregular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,Poured Contrete,Low Quality,Unfinshed,GasA,SBrkr,Typ,BuiltIn,Good Privacy,None,WD,Normal Sale
80,9938,7,5,1994,1994,251,3,4,3,1,1271,331,1602,4,1,1626,0,1626,1,2,1,3,1,3,7,1,3,1994,2,2,534,3,3,2,424,0,0,,3762,7778,0,14,6.150061500615006E-4,1.0,14,0.008049909438518816,0.040249547192594076,232.28571428571428,3,267.0,1602,6408,11382,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,14171,7,5,1993,1994,0,3,4,3,1,355,457,812,4,1,1101,1099,2200,0,2,1,4,1,3,9,1,3,1993,2,2,453,3,3,2,168,0,0,,3465,12617,1,14,4.5454545454545455E-4,1.3333333333333333,15,0.0,0.0,244.44444444444446,4,226.5,1359,3248,15400,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
85,10541,7,5,1996,1996,0,3,4,3,3,0,672,672,4,1,1302,735,2037,0,2,1,3,1,3,8,1,3,1996,3,2,472,3,3,2,100,0,0,,3181,8767,1,12,4.909180166912126E-4,1.0,12,0.00806375106726117,0.04031875533630585,254.625,4,236.0,1416,2688,14259,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,SLvl,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
65,10616,7,5,2007,2007,0,3,4,3,1,0,628,628,4,1,628,728,1356,0,2,1,3,1,3,6,1,4,2007,3,2,484,3,3,2,100,0,0,,2468,9504,1,1,7.374631268436578E-4,1.0,1,0.006122833458929917,0.030614167294649584,226.0,2,242.0,1452,2512,9492,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,New,Partial
65,9345,8,5,2007,2007,156,3,4,3,3,0,1615,1615,4,1,1615,0,1615,0,2,0,3,1,3,7,1,4,2007,2,3,864,3,3,2,168,0,0,,4094,6866,0,1,6.191950464396285E-4,1.5,1,0.006955591225254147,0.034777956126270736,230.71428571428572,3,288.0,2592,6460,12920,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
91,11778,9,5,2008,2008,554,3,4,3,4,2085,186,2271,4,1,2276,0,2276,1,2,0,3,1,4,7,2,4,2008,2,3,1348,4,3,2,0,0,0,,5895,8154,0,0,8.787346221441124E-4,1.5,0,0.00772626931567329,0.03863134657836645,325.14285714285717,3,449.3333333333333,5392,9084,20484,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Abnormal Sale
91,11778,9,5,2008,2008,402,4,5,3,3,1153,598,1751,4,1,1766,0,1766,1,2,1,3,1,4,8,2,4,2008,3,3,874,3,3,2,216,0,0,,4391,9138,0,0,0.0011325028312570782,1.0,0,0.00772626931567329,0.03863134657836645,220.75,4,291.3333333333333,2622,8755,15894,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,PosN,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
0,11454,8,5,1995,1995,302,3,4,3,4,770,631,1401,4,1,1511,0,1511,1,2,0,3,1,3,6,1,2,1995,3,3,811,3,3,2,168,0,0,,3723,9132,0,13,6.618133686300463E-4,1.5,13,0.0,0.0,251.83333333333334,2,270.3333333333333,2433,5604,12088,SPLIT OR MULTI-LEVEL,Residential Low Density,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,SLvl,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,11500,6,6,1966,1966,0,2,4,4,4,262,197,1182,4,1,1643,0,1643,1,2,0,2,1,2,6,1,4,1966,1,2,438,3,3,2,339,0,0,,3263,9419,0,42,6.086427267194157E-4,1.0,42,0.0,0.0,273.8333333333333,3,219.0,1314,4728,9858,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Banked,All public Utilities,CulDSac,Gentle,ClearCr,Norm,Norm,Single-family Detached,1Story,Flat,Gravel & Tar,Plywood,Plywood,NA,Cinder Block,Low Quality,Average Living Quarters,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
65,9750,5,7,1994,1994,0,2,4,3,1,722,268,990,4,1,990,0,990,1,1,0,3,1,2,5,0,0,1997,1,2,528,3,3,2,168,0,0,,2508,8232,0,14,0.0,3.0,14,0.006666666666666667,0.04666666666666667,198.0,1,264.0,1584,3960,4950,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Depression,All public Utilities,Inside,Moderate,CollgCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
0,8696,7,5,1997,1998,150,2,4,3,4,1308,110,1418,4,1,1418,0,1418,1,2,0,3,1,3,5,1,3,1997,2,2,558,3,3,2,208,0,0,,3394,6720,0,10,7.052186177715092E-4,1.5,11,0.0,0.0,283.6,1,279.0,1674,5672,9926,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,13142,6,5,1997,1997,128,2,4,3,1,688,176,864,4,1,872,899,1771,1,2,1,3,1,3,6,0,0,1997,2,2,600,3,3,2,0,0,0,,3235,11670,1,11,0.0,1.0,11,0.0,0.0,295.1666666666667,2,300.0,1800,3456,10626,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,CollgCr,PosN,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
