LotFrontage,LotArea,OverallQuality,OverallConditions,YearBuilt,YearRemodel,MasonryVeneerArea,ExteriorQuality,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1Area,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,AboveGroundLivingArea,BasementFullBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Fireplaces,FireplaceQuality,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,PoolArea,PoolQuality,SalePrice,TotalUsedArea,NonbuiltArea,IsDuplex,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,DwellingType,ZoneType,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,Foundation,BasementFinishedType1,BasementFinishedType2,Heating,Electrical,Functional,GarageType,Fence,MiscFeature,SaleType,SaleCondition
59,16466,5,7,1955,1955,0,2,3,3,1,0,816,816,2,1,872,521,1393,0,1,1,3,1,2,8,0,0,1955,1,1,300,3,3,2,121,0,0,135500,2509,15294,1,53,0.0,1.5,53,0.0035831410178549738,0.025081987124984818,174.125,4,300.0,900,2448,6965,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
95,15865,8,6,1970,1970,0,3,3,4,4,351,1043,2217,4,1,2217,0,2217,1,2,0,4,1,3,8,1,3,1970,1,2,621,3,3,2,81,0,0,268000,5055,13027,0,37,4.510599909788002E-4,2.0,37,0.005988023952095809,0.035928143712574856,277.125,3,310.5,1863,6651,17736,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Moderate,NAmes,Norm,Norm,Single-family Detached,1Story,Flat,Gravel & Tar,Wood Siding,Wood Siding,NA,Poured Contrete,Average Living Quarters,Average Rec Room,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
128,12160,6,4,1953,1953,90,2,3,3,1,1024,481,1505,4,1,1505,0,1505,1,1,0,2,1,2,6,1,3,1953,2,2,505,3,3,2,0,0,0,149500,3515,10150,0,56,6.64451827242525E-4,2.0,56,0.010526315789473684,0.042105263157894736,250.83333333333334,3,252.5,1515,4515,9030,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Feedr,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
60,8064,5,7,1949,2006,0,2,3,3,2,0,672,672,4,1,672,252,924,0,1,0,3,1,2,6,1,1,2003,1,2,576,3,3,2,0,0,0,122900,2172,6816,1,1,0.0010822510822510823,3.0,58,0.00744047619047619,0.05208333333333333,154.0,2,288.0,1728,2016,4620,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Artery,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Detchd,Minimum Privacy,Shed,WD,Normal Sale
70,11184,6,5,1978,1978,92,2,3,3,1,226,192,918,3,1,918,765,1683,0,2,1,3,1,2,7,1,3,1978,2,2,440,3,3,2,243,0,0,172500,3041,9826,1,31,5.941770647653001E-4,1.0,31,0.006258941344778255,0.03129470672389127,240.42857142857142,3,220.0,1320,2754,10098,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,2Story,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,Cinder Block,Low Quality,Average Rec Room,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
70,8414,6,8,1963,2003,0,2,3,3,1,663,396,1059,2,1,1068,0,1068,0,1,0,3,1,2,6,0,0,1963,2,1,264,3,3,2,192,0,0,154500,2391,7082,0,3,0.0,3.0,43,0.008319467554076539,0.06655574043261231,178.0,2,264.0,792,3177,6408,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
0,13284,5,5,1954,1954,0,2,4,3,2,1064,319,1383,2,1,1383,0,1383,1,1,0,3,1,2,6,1,4,1954,1,1,354,3,3,2,511,0,0,165000,3120,11547,0,54,7.230657989877079E-4,3.0,54,0.0,0.0,230.5,2,354.0,1062,5532,6915,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,PosN,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Plywood,NA,Poured Contrete,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,Good Privacy,None,WD,Normal Sale
64,7018,5,5,1979,1979,0,2,0,0,0,0,0,0,2,1,1535,0,1535,0,2,0,4,2,2,8,0,0,1979,1,2,400,3,3,2,0,0,0,118858,1935,5083,0,30,0.0,2.0,30,0.009119407238529496,0.04559703619264748,191.875,2,200.0,1200,0,7675,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Duplex,1Story,Gable,Two-family Conversion,Plywood,Plywood,NA,Slab,No Basement,No Basement,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Allocation
71,7056,6,5,1963,1963,415,2,3,3,1,400,380,780,2,1,983,813,1796,1,1,1,4,1,2,8,1,3,1963,2,2,483,3,3,2,0,0,0,140000,3059,5590,1,45,5.567928730512249E-4,2.0,45,0.010062358276643991,0.05031179138321996,224.5,3,241.5,1449,2340,10776,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,2Story,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
50,8765,4,6,1936,1950,0,2,3,3,1,285,666,951,4,0,951,0,951,0,1,0,2,1,2,6,0,0,1936,1,1,327,3,3,2,0,0,0,106500,2229,7487,0,56,0.0,2.0,70,0.005704506560182544,0.034227039361095266,158.5,3,327.0,981,2853,3804,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,Brick & Tile,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Abnormal Sale
64,7018,5,5,1979,1979,0,2,0,0,0,0,0,0,2,1,1120,1120,2240,0,2,0,6,2,2,12,0,0,1979,1,2,528,3,3,2,154,0,0,142953,2768,5370,1,30,0.0,3.0,30,0.009119407238529496,0.04559703619264748,186.66666666666666,4,264.0,1584,0,11200,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Feedr,Norm,Duplex,2Story,Gable,Two-family Conversion,Plywood,Plywood,NA,Slab,No Basement,No Basement,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Allocation
100,12919,9,5,2009,2010,760,4,5,3,4,2188,142,2330,4,1,2364,0,2364,1,2,1,2,1,4,11,2,4,2009,3,3,820,3,3,2,0,0,0,611657,5514,9735,0,0,8.460236886632825E-4,0.6666666666666666,1,0.0077405371932812135,0.03870268596640607,214.9090909090909,8,273.3333333333333,2460,11650,21276,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
65,6993,5,7,1961,1994,0,2,3,3,1,465,447,912,2,1,1236,0,1236,0,1,0,3,1,2,6,1,3,1961,1,1,288,3,3,2,0,0,0,135000,2436,5469,0,12,8.090614886731392E-4,3.0,45,0.009295009295009295,0.06506506506506507,206.0,2,288.0,864,2736,6180,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Plywood,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,7340,4,6,1971,1971,0,2,3,3,1,322,536,858,2,1,858,0,858,0,1,0,2,1,2,4,0,0,1979,1,1,684,3,3,2,0,0,0,110000,2400,5798,0,36,0.0,2.0,36,0.0,0.0,214.5,1,684.0,2052,2574,3432,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
64,8712,5,7,1957,2000,0,2,3,3,2,860,132,992,2,1,1306,0,1306,1,1,0,2,1,2,5,0,0,1968,1,1,756,3,3,2,0,0,0,153000,3054,6650,0,9,0.0,2.0,52,0.0073461891643709825,0.051423324150596875,261.2,2,756.0,2268,2976,6530,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
63,7875,7,5,2003,2003,0,3,4,3,1,0,783,783,4,1,807,702,1509,0,2,1,3,1,3,8,1,4,2003,3,2,393,3,3,2,0,0,0,180000,2685,6675,1,3,6.626905235255136E-4,1.0,3,0.008,0.04,188.625,4,196.5,1179,3132,10563,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
50,14859,7,5,2006,2006,27,3,4,3,1,0,1670,1670,4,1,1670,0,1670,0,2,0,3,1,3,7,1,4,2006,2,3,690,3,3,2,144,0,0,240000,4030,12499,0,0,5.988023952095808E-4,1.5,0,0.003364963994885255,0.016824819974426274,238.57142857142858,3,230.0,2070,6680,11690,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,CulDSac,Gentle,Gilbert,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
0,6173,5,6,1967,1967,75,2,3,3,1,599,277,876,2,1,902,0,902,0,1,0,3,1,2,6,0,0,1967,1,1,288,3,3,2,0,0,0,125500,2066,4983,0,40,0.0,3.0,40,0.0,0.0,150.33333333333334,2,288.0,864,2628,4510,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Wood Siding,Brick Face,Cinder Block,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
80,9920,5,5,1954,1954,110,2,3,3,1,354,412,1056,2,1,1063,0,1063,1,1,0,3,1,2,6,0,0,1954,2,1,280,3,3,2,0,0,0,128000,2399,8577,0,56,0.0,3.0,56,0.008064516129032258,0.04032258064516129,177.16666666666666,2,280.0,840,3168,5315,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,Stone,Cinder Block,Average Rec Room,Low Quality,GasA,SBrkr,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
116,13501,8,5,2006,2006,208,3,4,3,1,63,1560,1623,4,1,1636,0,1636,1,2,0,3,1,3,8,1,4,2006,2,3,865,3,3,2,0,0,0,255000,4124,11000,0,1,6.112469437652812E-4,1.5,1,0.008591956151396192,0.04295978075698096,204.5,4,288.3333333333333,2595,6492,13088,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
86,11500,7,7,1936,1987,0,3,4,3,1,223,794,1017,3,1,1020,1037,2057,0,1,1,3,1,3,6,1,4,1936,3,1,180,2,3,2,0,0,0,250000,3254,10300,1,19,4.861448711716091E-4,1.5,70,0.007478260869565217,0.05234782608695652,342.8333333333333,2,180.0,360,4068,14399,1-1/2 STORY FINISHED ALL AGES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,1.5Fin,Gable,Two-family Conversion,Brick Face,Brick Face,NA,Cinder Block,Average Rec Room,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,8885,5,5,1983,1983,0,2,4,3,3,301,239,864,2,1,902,0,902,1,1,0,2,1,2,5,0,0,1983,1,2,484,3,3,2,164,0,0,131000,2250,7499,0,23,0.0,2.0,23,0.0,0.0,180.4,2,242.0,1452,3456,4510,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Moderate,Mitchel,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Cinder Block,Below Average Living Quarters,Average Living Quarters,GasA,SBrkr,Typ,Attchd,Minimum Privacy,None,WD,Normal Sale
149,12589,6,5,2005,2005,0,3,4,3,1,0,742,742,4,1,742,742,1484,0,2,1,3,1,3,8,1,4,2005,3,2,390,3,3,2,36,0,0,174000,2616,11457,1,4,6.738544474393531E-4,1.0,4,0.011835729605210898,0.05917864802605449,185.5,4,195.0,1170,2968,8904,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
80,11600,5,5,1960,1960,361,2,3,3,1,443,662,1105,2,1,1105,1169,2274,0,2,0,5,2,2,12,0,0,1960,1,2,480,3,3,2,0,0,0,154300,3859,10015,1,50,0.0,2.5,50,0.006896551724137931,0.034482758620689655,189.5,5,240.0,1440,3315,11370,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Feedr,Norm,Duplex,2Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,Cinder Block,Average Rec Room,Unfinshed,GasA,FuseA,Typ,Detchd,No Fance,None,WD,Normal Sale
0,9286,5,7,1977,1989,0,2,4,4,3,196,1072,1268,2,1,1268,0,1268,0,1,1,3,1,3,5,0,0,1978,1,1,252,3,3,2,173,0,0,143500,2788,7766,0,20,0.0,1.5,32,0.0,0.0,253.6,1,252.0,756,5072,6340,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Moderate,CollgCr,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Hard Board,Plywood,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,WD,Normal Sale
51,6120,5,7,1925,1950,0,2,3,3,1,489,279,768,2,0,1015,0,1015,0,1,0,3,1,2,6,0,0,1925,1,1,450,3,3,2,0,0,0,88000,2233,4655,0,56,0.0,3.0,81,0.008333333333333333,0.058333333333333334,169.16666666666666,2,450.0,1350,2304,5075,1-STORY 1945 & OLDER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,BrkSide,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Brick & Tile,Average Rec Room,Unfinshed,GasA,SBrkr,Min1,Detchd,Minimum Privacy,Shed,WD,Abnormal Sale
82,6270,5,6,1949,1950,0,2,3,3,1,284,717,1001,2,0,1001,1001,2002,0,2,0,4,2,2,8,0,0,1949,1,3,871,3,3,2,0,0,0,145000,3874,4398,1,57,0.0,2.0,58,0.013078149920255184,0.0784688995215311,250.25,2,290.3333333333333,2613,3003,10010,DUPLEX - ALL STYLES AND AGES,Residential High Density,Paved,Not Alley Access,Regular,Hillside,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Duplex,2Story,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,FuseA,Typ,2Types,No Fance,None,WD,Normal Sale
30,3000,6,5,2009,2009,76,3,4,3,3,294,318,612,4,1,612,612,1224,0,2,1,2,1,3,4,0,0,2009,2,2,528,3,3,2,0,0,0,173733,2364,1860,1,0,0.0,0.6666666666666666,0,0.01,0.05,306.0,1,264.0,1584,2448,7344,2-STORY PUD - 1946 & NEWER,Floating Village Residential,Paved,Paved,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Somerst,Norm,Norm,Townhouse End Unit,2Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Detchd,No Fance,None,New,Partial
21,2001,4,5,1970,1970,80,2,3,3,1,0,546,546,1,1,546,546,1092,0,1,1,3,1,2,6,0,0,1970,1,1,286,3,3,2,0,0,0,75000,1924,1169,1,37,0.0,1.5,37,0.010494752623688156,0.05247376311844078,182.0,2,286.0,858,1638,4368,2-STORY PUD - 1946 & NEWER,Residential Medium Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,MeadowV,Norm,Norm,Townhouse Inside Unit,2Story,Gable,Two-family Conversion,Cement Board,Cement Board,Brick Face,Cinder Block,Unfinshed,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
50,9000,2,3,1949,1950,0,2,3,3,3,50,430,480,2,0,480,0,480,1,0,0,1,1,2,4,0,0,1958,1,1,308,3,3,2,0,0,0,35311,1268,8212,0,56,0.0,0.0,57,0.005555555555555556,0.016666666666666666,120.0,2,308.0,924,1440,960,1-STORY 1946 & NEWER ALL STYLES,Commercial,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Asbestos Shingles,Asbestos Shingles,NA,Cinder Block,Below Average Living Quarters,Unfinshed,GasA,FuseA,Typ,Detchd,No Fance,None,WD,Abnormal Sale
0,17140,4,6,1956,1956,0,2,3,3,1,1059,75,1134,4,1,1229,0,1229,0,1,0,3,1,2,6,0,0,1956,2,1,284,3,3,2,0,0,0,135000,2647,15627,0,53,0.0,3.0,53,0.0,0.0,204.83333333333334,2,284.0,852,3402,4916,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,FuseA,Typ,Attchd,No Fance,None,WD,Normal Sale
103,13125,7,5,1991,1991,0,3,5,3,2,48,422,1104,4,1,912,1215,2127,1,2,1,4,1,3,8,1,3,1991,2,3,833,3,3,2,72,0,0,238000,4064,11380,1,16,4.701457451810061E-4,1.3333333333333333,16,0.007847619047619048,0.03923809523809524,265.875,3,277.6666666666667,2499,5520,14889,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Hard Board,Hard Board,NA,Poured Contrete,Below Average Living Quarters,Good Living Quarters,GasA,SBrkr,Typ,Attchd,Good Privacy,None,WD,Normal Sale
87,11029,6,8,1958,2002,0,4,4,3,1,528,245,1184,4,1,1414,0,1414,1,1,0,3,1,2,6,1,3,1990,1,2,601,3,3,2,0,0,0,176500,3199,9014,0,6,7.072135785007072E-4,3.0,50,0.007888294496327863,0.0631063559706229,235.66666666666666,2,300.5,1803,4736,8484,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,Hip,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Average Living Quarters,Below Average Living Quarters,GasA,SBrkr,Min1,Attchd,No Fance,None,WD,Normal Sale
70,8462,6,5,1994,1994,105,3,4,4,1,814,114,928,4,1,936,785,1721,0,2,1,3,1,3,7,0,0,1994,2,2,471,3,3,2,300,0,0,201000,3120,7055,1,13,0.0,1.0,13,0.008272276057669581,0.041361380288347904,245.85714285714286,3,235.5,1413,3712,10326,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Single-family Detached,2Story,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
67,8777,5,7,1900,2003,0,2,3,3,1,1084,188,1272,3,1,1272,928,2200,2,2,2,4,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,145900,3472,7505,1,5,0.0,1.0,108,0.007633587786259542,0.05343511450381679,244.44444444444446,3,0.0,0,3816,11000,DUPLEX - ALL STYLES AND AGES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,Cinder Block,Average Living Quarters,Unfinshed,GasA,SBrkr,Typ,NA,Good Privacy,None,WD,Normal Sale
65,10237,6,5,2005,2006,0,3,4,3,1,28,1288,1316,4,1,1316,0,1316,0,2,0,3,1,3,6,1,4,2005,3,2,397,3,3,2,100,0,0,169990,3029,8524,0,0,7.598784194528875E-4,1.5,1,0.006349516459900361,0.03174758229950181,219.33333333333334,2,198.5,1191,5264,7896,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,RRAn,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Good Living Quarters,Unfinshed,GasA,SBrkr,Typ,Attchd,No Fance,None,New,Partial
50,8012,6,5,1993,1994,0,3,4,3,1,165,598,1604,4,1,1617,0,1617,1,2,0,2,1,3,5,1,2,1993,2,2,533,3,3,2,0,0,0,193000,3754,5862,0,14,6.184291898577613E-4,1.0,15,0.006240639041437843,0.031203195207189213,323.4,2,266.5,1599,6416,9702,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Townhouse End Unit,1Story,Gable,Two-family Conversion,Plywood,Plywood,NA,Poured Contrete,Low Quality,Good Living Quarters,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
79,10240,6,6,1980,1980,157,2,4,3,1,625,0,1686,2,1,1686,0,1686,1,2,0,3,1,2,7,1,3,1980,1,2,612,3,3,2,384,0,0,207500,3984,7942,0,26,5.931198102016608E-4,1.5,26,0.00771484375,0.046289062500000006,240.85714285714286,3,306.0,1836,6744,10116,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NWAmes,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Plywood,Plywood,Brick Face,Cinder Block,Below Average Living Quarters,Low Quality,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Normal Sale
0,15611,5,6,1977,1977,0,2,4,3,3,767,266,1126,2,1,1126,0,1126,0,2,0,3,1,4,6,0,0,1977,2,2,540,3,3,2,180,0,0,175000,2792,13945,0,31,0.0,1.5,31,0.0,0.0,187.66666666666666,2,270.0,1620,4504,5630,1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,NWAmes,Norm,Norm,Single-family Detached,1Story,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,Poured Contrete,Average Living Quarters,Low Quality,GasA,SBrkr,Typ,Attchd,No Fance,None,WD,Abnormal Sale
93,11999,8,5,2003,2004,340,3,4,3,1,0,1181,1181,4,1,1234,1140,2374,0,2,1,4,1,4,10,1,4,2003,3,3,656,3,3,2,104,0,0,285000,4211,10109,1,3,4.2122999157540015E-4,1.3333333333333333,4,0.007750645887157263,0.03875322943578632,237.4,5,218.66666666666666,1968,4724,18992,2-STORY 1946 & NEWER,Residential Low Density,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,Poured Contrete,Unfinshed,Unfinshed,GasA,SBrkr,Typ,BuiltIn,No Fance,None,WD,Normal Sale
