DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
2-STORY 1945 & OLDER,Residential Low Density,66,8969,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,2Story,6,6,1926,1950,Gambrel,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Brick & Tile,3,3,1,Below Average Living Quarters,379,Unfinshed,0,265,644,GasA,4,1,SBrkr,672,644,0,1316,1,0,1,0,2,1,2,6,Typ,1,4,Detchd,2001,1,1,369,3,3,1,0,0,0,0,192,0,0,Minimum Privacy,None,0,7,2008,WD,Normal Sale,,2329,7928,0.14672761734864534,192,1,1,58,7.598784194528875E-4,2.0,82,0.007358679897424462,0.04415207938454677,219.33333333333334,3,369.0,1107,1932,7896,7896,1932,1107
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,63,15564,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,1.5Fin,6,6,1914,1995,Gable,Two-family Conversion,Wood Siding,Wood Shingles,NA,0,2,2,Brick & Tile,4,3,1,Unfinshed,0,Unfinshed,0,676,676,GasA,4,1,SBrkr,676,588,0,1264,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1994,1,2,400,3,3,2,424,0,0,0,0,0,0,No Fance,Shed,400,1,2008,WD,Normal Sale,,2340,14488,0.08121305576972501,0,1,1,13,0.0,3.0,94,0.004047802621434078,0.02428681572860447,210.66666666666666,2,200.0,1200,2704,7584,7584,2028,1200
2-STORY 1945 & OLDER,Residential Low Density,54,7609,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Crawfor,Norm,Norm,Single-family Detached,2Story,8,9,1925,1997,Gable,Two-family Conversion,Stucco,Stucco,NA,0,3,3,Poured Contrete,2,3,1,Average Living Quarters,406,Unfinshed,0,392,798,GasA,4,1,SBrkr,798,714,0,1512,1,0,2,0,3,1,3,7,Typ,1,4,Detchd,1925,1,1,180,3,3,1,85,16,41,0,0,0,0,Good Privacy,None,0,6,2008,WD,Normal Sale,,2490,6631,0.19871205151793928,57,1,1,11,6.613756613756613E-4,1.5,83,0.007096858982783546,0.0638717308450519,216.0,3,180.0,540,1596,12096,13608,2394,540
2-STORY 1945 & OLDER,Residential Low Density,0,9650,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Corner,Gentle,Crawfor,Norm,Norm,Single-family Detached,2Story,6,3,1923,1950,Hip,Two-family Conversion,Wood Siding,Plywood,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,784,784,GasA,2,1,SBrkr,819,784,0,1603,0,0,1,0,4,1,2,7,Typ,1,4,Attchd,1980,1,2,599,3,3,2,0,217,0,0,0,0,0,No Fance,None,0,6,2008,WD,Normal Sale,,2986,8232,0.1661139896373057,217,1,1,58,6.238303181534623E-4,4.0,85,0.0,0.0,229.0,2,299.5,1797,2352,9618,4809,2352,1797
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,0,11700,Paved,Grovel,Slightly irregular,Hillside,All public Utilities,Inside,Moderate,Crawfor,Norm,Norm,Single-family Detached,1.5Fin,5,6,1937,1995,Gable,Two-family Conversion,Wood Shingles,Wood Shingles,NA,0,2,2,Cinder Block,3,3,1,Below Average Living Quarters,606,Unfinshed,0,336,942,GasA,4,1,SBrkr,1265,673,0,1938,0,0,2,0,4,1,3,7,Min2,1,4,Detchd,1937,1,1,240,3,3,2,0,40,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,3120,10195,0.16564102564102565,40,1,1,13,5.159958720330237E-4,2.0,71,0.0,0.0,276.85714285714283,2,240.0,720,2826,9690,11628,2826,720
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,0,9260,Paved,Grovel,Slightly irregular,Hillside,All public Utilities,Inside,Gentle,Crawfor,Feedr,Norm,Single-family Detached,1.5Fin,5,4,1938,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,884,884,GasA,2,1,FuseF,932,442,0,1374,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1938,1,1,225,3,3,2,64,0,0,0,100,0,0,No Fance,None,0,3,2008,WD,Normal Sale,,2483,8103,0.14838012958963284,100,1,1,58,0.0,3.0,70,0.0,0.0,229.0,2,225.0,675,2652,6870,5496,2652,675
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,79,7801,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Crawfor,Feedr,Norm,Single-family Detached,1Story,6,5,1951,1951,Hip,Two-family Conversion,Wood Shingles,Plywood,Brick Face,88,2,1,Poured Contrete,3,3,1,Average Rec Room,500,Unfinshed,0,591,1091,GasA,1,0,FuseA,1091,0,0,1091,0,1,1,0,2,1,2,5,Typ,1,3,Attchd,1951,3,1,344,3,3,2,66,105,0,0,221,0,0,Minimum Privacy,None,0,5,2008,WD,Normal Sale,,2526,6366,0.13985386488911677,326,0,0,57,9.165902841429881E-4,2.0,57,0.010126906806819639,0.05063453403409819,218.2,2,344.0,1032,3273,6546,5455,3273,1032
2-STORY 1945 & OLDER,Residential Low Density,100,9670,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Moderate,Crawfor,Norm,Norm,Single-family Detached,2Story,8,6,1935,1950,Gable,Two-family Conversion,Brick Face,Stucco,Stone,40,2,2,Poured Contrete,3,2,1,Low Quality,210,Unfinshed,0,398,608,GasA,2,1,SBrkr,983,890,0,1873,0,0,1,1,4,1,2,9,Typ,2,4,Detchd,1935,3,2,786,2,3,2,0,0,207,0,0,0,0,No Fance,None,0,6,2008,WD,Allocation,,3267,7901,0.1936918304033092,207,1,1,58,0.0010678056593699946,2.0,73,0.010341261633919338,0.06204756980351603,208.11111111111111,4,393.0,1572,1824,14984,11238,1216,2358
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,70,12392,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,1.5Fin,7,9,1950,2000,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Cinder Block,3,4,1,Good Living Quarters,435,Unfinshed,0,397,832,GasA,4,1,SBrkr,1218,943,0,2161,1,0,2,1,3,1,3,8,Typ,2,3,Attchd,1994,3,2,506,3,3,2,0,96,0,0,0,0,0,No Fance,None,0,4,2008,WD,Normal Sale,,3499,10668,0.17438670109748225,96,1,1,8,9.254974548819991E-4,1.0,58,0.0056488056810845705,0.050839251129761134,270.125,4,253.0,1518,2496,15127,19449,3328,1518
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,56,26073,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Crawfor,Norm,Norm,Single-family Detached,1Story,5,5,1956,1956,Gable,Two-family Conversion,Brick Face,Metal Siding,NA,0,2,2,Poured Contrete,3,3,1,Average Rec Room,1116,Unfinshed,0,782,1898,GasA,4,1,FuseA,1898,0,0,1898,0,0,2,1,3,1,2,7,Typ,2,3,Attchd,1956,1,2,484,3,3,2,0,51,224,0,0,0,0,Minimum Privacy,None,0,4,2008,WD,Normal Sale,,4280,23691,0.07279561231925746,275,0,0,52,0.001053740779768177,1.0,52,0.0021478157480918957,0.010739078740459478,271.14285714285717,3,242.0,1452,5694,9490,9490,5694,1452
2-STORY PUD - 1946 & NEWER,Residential Medium Density,24,1879,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Blueste,Norm,Norm,Townhouse Inside Unit,2Story,6,6,1980,1980,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Cinder Block,4,3,1,Good Living Quarters,366,Unfinshed,0,150,516,GasA,2,1,SBrkr,516,516,0,1032,0,0,1,0,2,1,2,5,Typ,1,3,Detchd,1980,1,2,462,3,3,2,213,0,0,0,0,0,0,Good Privacy,None,0,12,2008,WD,Normal Sale,,2010,901,0.5492283129324108,0,1,0,28,9.689922480620155E-4,2.0,28,0.012772751463544438,0.07663650878126663,206.4,2,231.0,1386,2064,6192,6192,1548,1386
1-STORY 1945 & OLDER,Residential Medium Density,50,7000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,6,8,1926,1998,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,3,Brick & Tile,3,3,1,Average Rec Room,299,Good Living Quarters,40,555,894,GasA,2,1,SBrkr,919,0,0,919,1,0,1,0,2,1,2,5,Typ,0,0,Detchd,1926,1,1,195,3,3,1,0,0,116,0,0,0,0,Minimum Privacy,None,0,7,2008,WD,Normal Sale,,2008,5886,0.13128571428571428,116,0,1,10,0.0,2.0,82,0.007142857142857143,0.05714285714285714,183.8,2,195.0,585,2682,5514,7352,2682,585
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,60,6000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,6,8,1940,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Cinder Block,2,3,1,Unfinshed,0,Unfinshed,0,720,720,GasA,3,1,SBrkr,760,330,0,1090,0,0,1,0,3,1,2,5,Typ,0,0,Detchd,1940,1,1,240,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,2050,5000,0.18166666666666667,0,1,1,2,0.0,3.0,68,0.01,0.08,218.0,1,240.0,720,1440,6540,8720,2160,720
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,58,8155,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,5,7,1930,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Cinder Block,4,3,1,Unfinshed,0,Unfinshed,0,780,780,GasA,3,1,FuseA,780,420,0,1200,0,0,1,0,4,1,2,7,Typ,0,0,NA,0,0,0,0,0,0,2,0,0,96,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,1980,7375,0.14714898835070508,96,1,1,58,0.0,4.0,78,0.007112201103617413,0.04978540772532189,171.42857142857142,2,0.0,0,3120,6000,8400,2340,0
SPLIT OR MULTI-LEVEL,Residential Medium Density,75,6000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,SLvl,5,5,1967,1967,Hip,Two-family Conversion,Hard Board,Plywood,NA,0,1,2,Cinder Block,4,3,2,Average Rec Room,257,Unfinshed,0,367,624,GasA,4,1,SBrkr,1092,564,0,1656,0,0,1,1,3,1,2,7,Mod,1,1,Attchd,1967,1,1,288,3,3,2,0,180,0,0,100,0,0,Minimum Privacy,None,0,7,2008,WD,Normal Sale,,2568,4620,0.276,280,1,0,41,6.038647342995169E-4,1.5,41,0.0125,0.0625,236.57142857142858,3,288.0,864,2496,8280,8280,1872,864
1-STORY 1945 & OLDER,Residential Medium Density,60,7392,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,5,7,1930,1995,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Brick & Tile,3,3,1,Unfinshed,0,Unfinshed,0,520,520,GasA,2,1,FuseA,912,0,0,912,0,0,1,0,2,1,2,5,Typ,0,0,Detchd,1934,2,1,360,3,3,2,0,90,0,0,0,0,0,No Fance,None,0,5,2008,WD,Normal Sale,,1792,6120,0.12337662337662338,90,0,1,13,0.0,2.0,78,0.008116883116883116,0.05681818181818181,182.4,2,360.0,1080,1560,4560,6384,1560,1080
1-1/2 STORY FINISHED ALL AGES,Residential Medium Density,75,9000,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1.5Fin,5,5,1958,1958,Gable,Two-family Conversion,Wood Shingles,Wood Shingles,Brick Face,162,2,2,Cinder Block,3,3,1,Average Living Quarters,330,Unfinshed,0,821,1151,GasA,3,1,FuseA,1151,804,0,1955,0,0,2,0,4,1,2,7,Typ,0,0,Attchd,1958,3,1,356,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,1,2008,WD,Normal Sale,,3462,7493,0.21722222222222223,0,1,0,50,0.0,2.0,50,0.008333333333333333,0.041666666666666664,279.2857142857143,2,356.0,1068,3453,9775,9775,3453,1068
1-STORY 1946 & NEWER ALL STYLES,NA,80,14584,Paved,Not Alley Access,Regular,Depression,All public Utilities,Inside,Moderate,IDOTRR,Norm,Norm,Single-family Detached,1Story,1,5,1952,1952,Gable,Two-family Conversion,Asbestos Shingles,Vinyl Siding,NA,0,1,0,Slab,0,0,0,No Basement,0,No Basement,0,0,0,Wall,0,0,FuseA,733,0,0,733,0,0,1,0,2,1,1,4,NA,0,0,Attchd,1952,1,2,487,2,1,0,0,0,0,0,0,0,0,No Fance,None,0,2,2008,WD,Abnormal Sale,,1220,13364,0.05026055951727921,0,0,0,56,0.0,2.0,56,0.005485463521667581,0.027427317608337904,183.25,1,243.5,974,0,733,3665,0,487
2-STORY 1945 & OLDER,Commercial,60,5280,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,IDOTRR,Feedr,Norm,Single-family Detached,2Story,4,7,1895,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Stone,0,2,1,Unfinshed,0,Unfinshed,0,173,173,GasA,4,0,SBrkr,825,536,0,1361,0,0,1,0,2,1,2,6,Typ,0,0,Detchd,1895,1,1,185,2,3,2,0,123,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,1719,4270,0.2577651515151515,123,1,1,58,0.0,2.0,113,0.011363636363636364,0.07954545454545454,226.83333333333334,3,185.0,370,0,5444,9527,346,555
1-1/2 STORY FINISHED ALL AGES,Commercial,52,5150,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,IDOTRR,Feedr,Norm,Single-family Detached,1.5Fin,4,7,1910,2000,Gable,Two-family Conversion,Plywood,Plywood,NA,0,2,2,Poured Contrete,0,3,1,Unfinshed,0,Unfinshed,0,356,356,GasA,2,0,FuseA,671,378,0,1049,0,0,1,0,2,1,2,5,Typ,0,0,Detchd,1910,1,1,195,1,2,0,0,0,0,0,0,0,0,No Fance,None,0,5,2008,WD,Normal Sale,,1600,4284,0.20368932038834953,0,1,1,8,0.0,2.0,98,0.010097087378640776,0.07067961165048543,209.8,2,195.0,195,0,4196,7343,1068,390
2-STORY 1945 & OLDER,Commercial,60,9000,Grovel,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,2Story,4,6,1920,1950,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,2,Stone,2,2,2,Unfinshed,0,Unfinshed,0,592,592,GasA,4,1,SBrkr,432,432,0,864,0,0,1,1,3,1,1,5,Min2,0,0,Detchd,1920,1,1,216,2,2,0,0,30,160,0,0,0,0,No Fance,None,0,6,2008,WD,Normal Sale,,1672,8352,0.096,190,1,1,58,0.0,1.5,88,0.006666666666666667,0.04,172.8,1,216.0,432,1184,3456,5184,1184,432
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,44,3843,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Moderate,Crawfor,Norm,Norm,Townhouse End Unit,1Story,8,5,2007,2008,Hip,Two-family Conversion,Cement Board,Cement Board,Stone,186,4,2,Poured Contrete,5,3,4,Good Living Quarters,1476,Unfinshed,0,120,1596,GasA,4,1,SBrkr,1648,0,0,1648,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,2007,3,2,525,3,3,2,162,53,0,153,0,0,0,No Fance,None,0,8,2008,New,Partial,,3769,1670,0.42883164194639606,206,0,1,0,6.067961165048543E-4,1.0,1,0.011449388498568826,0.057246942492844136,329.6,2,262.5,1575,7980,13184,8240,4788,1575
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Medium Density,44,3811,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Moderate,Crawfor,Norm,Norm,Townhouse End Unit,1Story,7,5,2004,2005,Hip,Two-family Conversion,Cement Board,Cement Board,Stone,174,3,2,Poured Contrete,5,3,4,Good Living Quarters,1474,Unfinshed,0,120,1594,GasA,4,1,SBrkr,1646,0,0,1646,1,1,2,0,2,1,4,5,Typ,1,4,Attchd,2004,3,2,482,3,3,2,128,53,0,0,155,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,3722,1683,0.43190763579113095,208,0,1,3,6.075334143377885E-4,1.0,4,0.011545526108632905,0.05772763054316453,329.2,2,241.0,1446,7970,11522,8230,4782,1446
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,23730,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,7,5,1996,1997,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,668,3,2,Poured Contrete,5,3,2,Good Living Quarters,700,Unfinshed,0,1140,1840,GasA,4,1,SBrkr,2032,0,0,2032,1,0,3,0,3,1,3,7,Typ,0,0,Attchd,1996,3,3,786,3,3,2,0,46,192,0,0,0,0,No Fance,None,0,9,2008,WD,Normal Sale,,4658,20912,0.08563000421407502,238,0,1,11,0.0,1.0,12,0.0,0.0,290.2857142857143,3,262.0,2358,9200,14224,10160,5520,2358
2-STORY 1946 & NEWER,Residential Low Density,0,11050,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,2Story,7,5,1996,1997,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,2,Unfinshed,0,Unfinshed,0,910,910,GasA,4,1,SBrkr,910,910,0,1820,0,0,2,1,3,1,3,8,Typ,1,3,Attchd,1996,1,3,816,3,3,2,318,32,0,0,0,0,0,No Fance,None,0,9,2008,WD,Normal Sale,,3546,9324,0.16470588235294117,32,1,1,11,5.494505494505495E-4,1.0,12,0.0,0.0,227.5,4,272.0,2448,3640,12740,9100,2730,2448
DUPLEX - ALL STYLES AND AGES,Residential Low Density,76,10260,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,Two-family Conversion,Plywood,Plywood,NA,0,2,2,Cinder Block,0,0,0,No Basement,0,No Basement,0,0,0,GasA,2,1,SBrkr,936,936,0,1872,0,0,2,2,4,2,2,8,Typ,0,0,Attchd,1976,1,2,484,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,11,2008,WD,Abnormal Sale,,2356,8840,0.1824561403508772,0,1,0,32,0.0,1.0,32,0.007407407407407408,0.02962962962962963,234.0,2,242.0,1452,0,9360,7488,0,1452
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74,9990,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Mitchel,Norm,Norm,Single-family Detached,1Story,4,5,1991,1991,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Poured Contrete,4,3,1,Average Living Quarters,1383,Unfinshed,0,297,1680,GasA,3,1,SBrkr,1689,0,0,1689,1,0,2,0,3,1,2,6,Typ,1,3,Attchd,1991,1,2,432,3,3,2,428,120,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,3801,7869,0.16906906906906907,120,0,0,17,5.920663114268798E-4,1.5,17,0.007407407407407408,0.037037037037037035,281.5,2,216.0,1296,6720,6756,8445,5040,1296
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low Density,42,4084,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Townhouse End Unit,1Story,7,6,1986,1986,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,340,3,2,Cinder Block,4,3,3,Good Living Quarters,893,Unfinshed,0,384,1277,GasA,3,1,SBrkr,1501,0,0,1501,1,0,2,0,2,1,3,6,Typ,1,3,Attchd,1986,3,2,512,3,3,2,240,0,0,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,3290,2071,0.36753183153770813,0,0,0,22,6.662225183211193E-4,1.0,22,0.01028403525954946,0.06170421155729676,250.16666666666666,3,256.0,1536,5108,10507,9006,3831,1536
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,74,11563,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,8,5,2006,2007,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,258,3,2,Poured Contrete,5,3,4,Good Living Quarters,1036,Unfinshed,0,482,1518,GasA,4,1,SBrkr,1537,0,0,1537,1,0,2,0,3,1,3,8,Typ,0,0,Attchd,2007,3,3,788,3,3,2,0,26,0,0,0,0,0,No Fance,None,0,4,2008,WD,Normal Sale,,3843,9238,0.1329239816656577,26,0,1,1,0.0,1.5,2,0.006399723255210586,0.03199861627605293,192.125,4,262.6666666666667,2364,7590,12296,7685,4554,2364
2-STORY 1946 & NEWER,Residential Low Density,107,12852,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Corner,Gentle,Timber,Norm,Norm,Single-family Detached,2Story,8,5,2007,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,3,Good Living Quarters,770,Unfinshed,0,150,920,GasA,4,1,SBrkr,920,860,0,1780,1,0,2,1,3,1,3,6,Typ,1,4,Attchd,2007,3,2,612,3,3,2,0,192,0,0,0,0,0,No Fance,None,0,1,2008,New,Partial,,3312,11320,0.1384998443821973,192,1,0,1,5.617977528089888E-4,1.0,1,0.008325552443199501,0.04162776221599751,296.6666666666667,2,306.0,1836,3680,14240,8900,2760,1836
SPLIT OR MULTI-LEVEL,Residential Low Density,73,9802,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,SLvl,5,5,2006,2007,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,352,352,GasA,3,1,SBrkr,712,730,0,1442,0,0,2,1,3,1,2,6,Typ,0,0,BuiltIn,2007,3,2,400,3,3,2,100,0,0,0,0,0,0,No Fance,None,0,4,2008,WD,Normal Sale,,2194,8690,0.14711283411548665,0,1,1,1,0.0,1.0,2,0.007447459702101612,0.03723729851050806,240.33333333333334,2,200.0,1200,1408,7210,7210,1056,1200
2-STORY 1946 & NEWER,Residential Low Density,81,12018,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,Corner,Gentle,Timber,Norm,Norm,Single-family Detached,2Story,7,5,2008,2008,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,60,3,2,Poured Contrete,4,3,3,Unfinshed,0,Unfinshed,0,796,796,GasA,4,1,SBrkr,796,816,0,1612,0,0,2,1,3,1,3,6,Typ,0,0,Attchd,2008,3,3,666,3,3,2,0,64,0,0,0,0,0,No Fance,None,0,10,2008,New,Partial,,3074,10556,0.13413213513063738,64,1,0,0,0.0,1.0,0,0.00673989016475287,0.033699450823764354,268.6666666666667,2,222.0,1998,3184,11284,8060,2388,1998
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,75,12890,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,6,5,1989,1989,Gable,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,128,2,2,Cinder Block,4,3,1,Unfinshed,0,Unfinshed,0,1495,1495,GasA,4,1,SBrkr,1495,0,0,1495,0,0,2,0,3,1,2,8,Typ,1,3,Attchd,1989,1,2,438,3,3,2,252,0,192,0,0,0,0,No Fance,None,0,7,2008,WD,Normal Sale,,3428,10957,0.11598138091543832,192,0,0,19,6.688963210702341E-4,1.5,19,0.0058184639255236615,0.029092319627618306,186.875,4,219.0,1314,5980,8970,7475,4485,1314
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,93,18265,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,6,5,1986,1986,Gable,Two-family Conversion,Plywood,Hard Board,Brick Face,228,3,3,Cinder Block,4,4,3,Good Living Quarters,920,Average Rec Room,60,276,1256,GasA,4,1,SBrkr,1256,0,0,1256,0,0,2,0,3,1,3,6,Typ,1,2,Attchd,1986,1,2,578,3,3,2,282,0,0,0,0,0,0,No Fance,None,0,3,2008,WD,Normal Sale,,3090,16431,0.06876539830276485,0,0,0,22,7.961783439490446E-4,1.5,22,0.005091705447577334,0.02545852723788667,209.33333333333334,2,289.0,1734,5024,7536,6280,5024,1734
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,82,11202,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Timber,Norm,Norm,Single-family Detached,1Story,8,5,2003,2003,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,206,3,2,Poured Contrete,5,3,3,Good Living Quarters,1029,Unfinshed,0,403,1432,GasA,4,1,SBrkr,1440,0,0,1440,1,0,2,0,3,1,3,7,Typ,1,3,Attchd,2003,3,2,467,3,3,2,185,95,0,0,0,0,0,No Fance,None,0,6,2008,WD,Normal Sale,,3339,9295,0.12854847348687734,95,0,0,5,6.944444444444445E-4,1.5,5,0.007320121406891627,0.03660060703445814,205.71428571428572,3,233.5,1401,7160,11520,7200,4296,1401
