DwellingType,ZoneType,LotFrontage,LotArea,Street,Alley,LotShape,Flatness,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BuildingType,HouseStyle,OverallQuality,OverallConditions,YearBuilt,YearRemodel,RoofStyle,RoofMaterial,Exterior1st,Exterior2nd,MasonryVeneerType,MasonryVeneerArea,ExteriorQuality,ExteriorCondition,Foundation,BasementQuality,BasementCondition,BasementExposure,BasementFinishedType1,BasementFinishedType1Area,BasementFinishedType2,BasementFinishedType2Area,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualityFinishedArea,AboveGroundLivingArea,BasementFullBathrooms,BasementHalfBathrooms,FullBathrooms,HalfBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQuality,TotalRoomsAboveGround,Functional,Fireplaces,FireplaceQuality,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQuality,GarageCondition,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSeasonPorchArea,ScreenPorch,PoolArea,PoolQuality,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalUsedArea,NonbuiltArea,BuiltAreaRatio,PorchArea,IsDuplex,SoldAfterRemodel,RemodelAge,FireplacesLivingAreaRatio,BedroomsBathroomsRatio,HouseAge,PercentFrontage,ImpactView,RoomsMeanSize,RegularRooms,GarageAreaPerCars,GarageAreaQuality,BasementAreaQuality,LivingAreaQuality,LivingAreaCondition,BasementAreaCondition,GarageAreaCondition
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,94,25286,Paved,Not Alley Access,Regular,Hillside,All public Utilities,Inside,Moderate,Mitchel,Norm,Norm,Single-family Detached,1Story,4,5,1963,1963,Gable,Two-family Conversion,Hard Board,Plywood,NA,0,2,2,Poured Contrete,3,3,4,Average Living Quarters,633,Unfinshed,0,431,1064,GasA,3,1,SBrkr,1040,0,0,1040,1,0,1,0,3,1,2,5,Typ,0,0,Attchd,1963,1,2,648,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,1,2007,WD,Normal Sale,132250,2752,23598,0.04112947876295183,0,0,0,44,0.0,3.0,44,0.0037174721189591076,0.018587360594795536,208.0,1,324.0,1944,3192,4160,5200,3192,1944
2-STORY 1946 & NEWER,Residential Low Density,74,8834,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,2Story,9,5,2004,2005,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,216,3,2,Poured Contrete,5,3,1,Good Living Quarters,1170,Unfinshed,0,292,1462,GasA,4,1,SBrkr,1462,762,0,2224,1,0,2,1,4,1,4,10,Typ,1,4,Attchd,2004,3,3,738,3,3,2,184,0,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,350000,4424,6634,0.2517545845596559,0,1,1,4,4.496402877697842E-4,1.3333333333333333,5,0.008376726284808693,0.041883631424043465,222.4,5,246.0,2214,7310,20016,11120,4386,2214
SPLIT FOYER,Residential Low Density,88,11782,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,SFoyer,5,7,1961,1995,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,3,Average Living Quarters,899,Unfinshed,0,210,1109,GasA,2,1,SBrkr,1155,0,0,1155,1,0,1,0,3,1,3,6,Min2,0,0,Detchd,1987,1,2,576,3,3,2,192,0,0,0,0,0,0,Minimum Privacy,Shed,400,6,2010,WD,Normal Sale,148000,2840,10051,0.09803089458496012,0,0,1,15,0.0,3.0,49,0.007469020539806484,0.05228314377864539,192.5,2,288.0,1728,3327,5775,8085,3327,1728
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,7000,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,CollgCr,Norm,Norm,Single-family Detached,1Story,5,8,1978,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,90,3,3,Cinder Block,3,3,1,Average Living Quarters,646,Unfinshed,0,218,864,GasA,4,1,SBrkr,864,0,0,864,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1978,1,1,336,3,3,2,0,0,0,0,0,0,0,Good Wood,None,0,7,2009,WD,Normal Sale,136500,2064,5800,0.12342857142857143,0,0,1,4,0.0,3.0,31,0.0,0.0,144.0,2,336.0,1008,2592,4320,6912,2592,1008
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,60,7024,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1Story,5,5,2005,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,5,4,1,Average Living Quarters,980,Unfinshed,0,110,1090,GasA,3,1,SBrkr,1090,0,0,1090,1,0,1,1,2,1,2,5,Typ,0,0,Attchd,2005,3,2,450,3,3,2,0,49,0,0,0,0,0,No Fance,None,0,6,2007,WD,Normal Sale,157000,2630,5484,0.15518223234624146,49,0,1,1,0.0,1.0,2,0.008542141230068337,0.042710706150341685,218.0,2,225.0,1350,5450,5450,5450,4360,1350
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,44,13758,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Timber,Norm,Norm,Single-family Detached,1.5Fin,7,5,1990,1991,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,117,3,3,Cinder Block,4,3,2,Low Quality,902,Unfinshed,0,254,1156,GasA,4,1,SBrkr,1187,530,0,1717,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1990,2,2,400,3,3,2,168,36,0,0,0,0,0,No Fance,None,0,4,2007,WD,Normal Sale,187500,3273,12171,0.12480011629597325,36,1,1,16,5.824111822947001E-4,1.0,17,0.003198139264427969,0.015990696322139845,245.28571428571428,3,200.0,1200,4624,12019,8585,3468,1200
2-STORY 1946 & NEWER,Residential Low Density,0,9636,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,6,5,1992,1993,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,2,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,808,808,GasA,3,1,SBrkr,808,785,0,1593,0,0,2,1,3,1,2,7,Typ,1,3,BuiltIn,1993,2,2,389,3,3,2,342,40,0,0,0,0,0,Minimum Privacy,None,0,12,2009,WD,Normal Sale,178000,2790,8439,0.1653175591531756,40,1,1,16,6.277463904582549E-4,1.0,17,0.0,0.0,227.57142857142858,3,194.5,1167,3232,9558,7965,2424,1167
2-1/2 STORY ALL AGES,Residential Low Density,60,6204,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,SWISU,Norm,Norm,Single-family Detached,2.5Fin,4,5,1912,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,3,2,Poured Contrete,3,2,1,Unfinshed,0,Unfinshed,0,795,795,GasA,2,0,SBrkr,954,795,481,2230,1,0,1,0,5,1,2,10,Typ,0,0,Detchd,1997,1,1,440,3,4,2,0,188,0,0,0,0,0,No Fance,None,0,3,2006,WD,Normal Sale,118500,3465,4329,0.3594455190199871,188,1,1,56,0.0,5.0,94,0.009671179883945842,0.04835589941972921,223.0,4,440.0,1320,2385,8920,11150,1590,1760
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65,7150,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1967,1967,Gable,Two-family Conversion,Hard Board,Hard Board,Brick Face,60,2,2,Cinder Block,3,3,1,Below Average Living Quarters,432,Unfinshed,0,460,892,GasA,2,1,SBrkr,892,0,0,892,0,0,1,0,3,1,2,5,Typ,0,0,Attchd,1967,2,1,288,3,3,2,0,0,0,0,0,0,0,Good Wood,None,0,7,2009,WD,Normal Sale,100000,2072,5970,0.12475524475524476,0,0,0,42,0.0,3.0,42,0.00909090909090909,0.045454545454545456,178.4,1,288.0,864,2676,4460,4460,2676,864
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Floating Village Residential,50,5119,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,CulDSac,Gentle,Somerst,Norm,Norm,Townhouse End Unit,1Story,9,5,1999,2000,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,60,3,2,Poured Contrete,5,3,3,Good Living Quarters,1238,Unfinshed,0,460,1698,GasA,4,1,SBrkr,1709,0,0,1709,1,0,2,0,2,1,3,5,Typ,1,3,Attchd,1999,3,2,506,3,3,2,97,65,0,0,0,0,0,No Fance,None,0,1,2008,CWD,Abnormal Sale,328900,3913,2904,0.33385426841179916,65,0,1,8,5.851375073142189E-4,1.0,9,0.009767532721234616,0.04883766360617308,341.8,2,253.0,1518,8490,15381,8545,5094,1518
DUPLEX - ALL STYLES AND AGES,Residential Low Density,70,8393,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,122,2,2,Cinder Block,3,3,1,Low Quality,528,Unfinshed,0,1098,1626,GasA,4,1,SBrkr,1712,0,0,1712,0,0,2,0,4,2,2,8,Typ,0,0,Attchd,2005,3,2,588,3,3,2,272,54,0,0,0,0,0,No Fance,None,0,6,2006,WD,Sale between family members,145000,3926,6093,0.20397950673180032,54,0,1,1,0.0,2.0,47,0.008340283569641367,0.041701417848206836,214.0,2,294.0,1764,4878,8560,8560,4878,1764
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,59,16466,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Edwards,Norm,Norm,Single-family Detached,1.5Fin,5,7,1955,1955,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,3,Poured Contrete,3,3,1,Unfinshed,0,Unfinshed,0,816,816,GasA,2,1,SBrkr,872,521,0,1393,0,0,1,1,3,1,2,8,Typ,0,0,Attchd,1955,1,1,300,3,3,2,121,0,0,0,265,0,0,No Fance,None,0,4,2008,WD,Normal Sale,135500,2509,15294,0.08459856674359285,265,1,0,53,0.0,1.5,53,0.0035831410178549738,0.025081987124984818,174.125,4,300.0,900,2448,6965,9751,2448,900
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,95,15865,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Moderate,NAmes,Norm,Norm,Single-family Detached,1Story,8,6,1970,1970,Flat,Gravel & Tar,Wood Siding,Wood Siding,NA,0,3,3,Poured Contrete,3,4,4,Average Living Quarters,351,Average Rec Room,823,1043,2217,GasA,4,1,SBrkr,2217,0,0,2217,1,0,2,0,4,1,3,8,Typ,1,3,Attchd,1970,1,2,621,3,3,2,81,207,0,0,224,0,0,No Fance,None,0,10,2007,WD,Normal Sale,268000,5055,13027,0.13974156949259375,431,0,0,37,4.510599909788002E-4,2.0,37,0.005988023952095809,0.035928143712574856,277.125,3,310.5,1863,6651,17736,13302,8868,1863
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,128,12160,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Feedr,Norm,Single-family Detached,1Story,6,4,1953,1953,Hip,Two-family Conversion,Wood Siding,Wood Siding,Brick Face,90,2,2,Cinder Block,3,3,1,Below Average Living Quarters,1024,Unfinshed,0,481,1505,GasA,4,1,SBrkr,1505,0,0,1505,1,0,1,0,2,1,2,6,Typ,1,3,Attchd,1953,2,2,505,3,3,2,0,0,0,162,0,0,0,No Fance,None,0,2,2009,WD,Normal Sale,149500,3515,10150,0.12376644736842106,162,0,0,56,6.64451827242525E-4,2.0,56,0.010526315789473684,0.042105263157894736,250.83333333333334,3,252.5,1515,4515,9030,6020,4515,1515
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,60,8064,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Artery,Norm,Single-family Detached,1.5Fin,5,7,1949,2006,Gable,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,3,Cinder Block,3,3,2,Unfinshed,0,Unfinshed,0,672,672,GasA,4,1,SBrkr,672,252,0,924,0,0,1,0,3,1,2,6,Typ,1,1,Detchd,2003,1,2,576,3,3,2,0,0,0,0,0,0,0,Minimum Privacy,Shed,2000,7,2007,WD,Normal Sale,122900,2172,6816,0.11458333333333333,0,1,1,1,0.0010822510822510823,3.0,58,0.00744047619047619,0.05208333333333333,154.0,2,288.0,1728,2016,4620,6468,2016,1728
2-STORY 1946 & NEWER,Residential Low Density,70,11184,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,2Story,6,5,1978,1978,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,92,2,2,Cinder Block,3,3,1,Low Quality,226,Average Rec Room,500,192,918,GasA,3,1,SBrkr,918,765,0,1683,0,0,2,1,3,1,2,7,Typ,1,3,Attchd,1978,2,2,440,3,3,2,243,0,0,0,0,0,0,No Fance,None,0,7,2009,WD,Normal Sale,172500,3041,9826,0.15048283261802575,0,1,0,31,5.941770647653001E-4,1.0,31,0.006258941344778255,0.03129470672389127,240.42857142857142,3,220.0,1320,2754,10098,8415,2754,1320
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,70,8414,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,6,8,1963,2003,Hip,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,1,Good Living Quarters,663,Unfinshed,0,396,1059,GasA,2,1,SBrkr,1068,0,0,1068,0,1,1,0,3,1,2,6,Typ,0,0,Attchd,1963,2,1,264,3,3,2,192,0,0,0,0,0,0,Minimum Privacy,None,0,2,2006,WD,Normal Sale,154500,2391,7082,0.12693130496791064,0,0,1,3,0.0,3.0,43,0.008319467554076539,0.06655574043261231,178.0,2,264.0,792,3177,6408,8544,3177,792
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,13284,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,PosN,Norm,Single-family Detached,1Story,5,5,1954,1954,Gable,Two-family Conversion,Wood Siding,Plywood,NA,0,2,2,Poured Contrete,4,3,2,Below Average Living Quarters,1064,Unfinshed,0,319,1383,GasA,2,1,SBrkr,1383,0,0,1383,1,0,1,0,3,1,2,6,Typ,1,4,Attchd,1954,1,1,354,3,3,2,511,116,0,0,0,0,0,Good Privacy,None,0,6,2008,WD,Normal Sale,165000,3120,11547,0.10411020776874436,116,0,0,54,7.230657989877079E-4,3.0,54,0.0,0.0,230.5,2,354.0,1062,5532,6915,6915,4149,1062
DUPLEX - ALL STYLES AND AGES,Residential Low Density,64,7018,Paved,Not Alley Access,Regular,Banked,All public Utilities,Inside,Gentle,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,Two-family Conversion,Plywood,Plywood,NA,0,2,2,Slab,0,0,0,No Basement,0,No Basement,0,0,0,GasA,2,1,SBrkr,1535,0,0,1535,0,0,2,0,4,2,2,8,Typ,0,0,Attchd,1979,1,2,400,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,6,2009,WD,Allocation,118858,1935,5083,0.21872328298660587,0,0,0,30,0.0,2.0,30,0.009119407238529496,0.04559703619264748,191.875,2,200.0,1200,0,7675,7675,0,1200
2-STORY 1946 & NEWER,Residential Low Density,71,7056,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,2Story,6,5,1963,1963,Hip,Two-family Conversion,Hard Board,Hard Board,Brick Face,415,2,2,Cinder Block,3,3,1,Below Average Living Quarters,400,Unfinshed,0,380,780,GasA,2,1,SBrkr,983,813,0,1796,1,0,1,1,4,1,2,8,Typ,1,3,Attchd,1963,2,2,483,3,3,2,0,50,0,0,0,0,0,No Fance,None,0,10,2008,WD,Normal Sale,140000,3059,5590,0.2545351473922903,50,1,0,45,5.567928730512249E-4,2.0,45,0.010062358276643991,0.05031179138321996,224.5,3,241.5,1449,2340,10776,8980,2340,1449
1-STORY 1945 & OLDER,Residential Medium Density,50,8765,Paved,Grovel,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,IDOTRR,Norm,Norm,Single-family Detached,1Story,4,6,1936,1950,Gable,Two-family Conversion,Wood Siding,Wood Siding,NA,0,2,2,Brick & Tile,3,3,1,Average Living Quarters,285,Unfinshed,0,666,951,GasA,4,0,SBrkr,951,0,0,951,0,0,1,0,2,1,2,6,Typ,0,0,Detchd,1936,1,1,327,3,3,2,0,28,0,0,0,0,0,No Fance,None,0,4,2006,WD,Abnormal Sale,106500,2229,7487,0.10849971477467199,28,0,1,56,0.0,2.0,70,0.005704506560182544,0.034227039361095266,158.5,3,327.0,981,2853,3804,5706,2853,981
DUPLEX - ALL STYLES AND AGES,Residential Low Density,64,7018,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,Two-family Conversion,Plywood,Plywood,NA,0,2,2,Slab,0,0,0,No Basement,0,No Basement,0,0,0,GasA,2,1,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,2,12,Typ,0,0,Detchd,1979,1,2,528,3,3,2,154,0,0,0,0,0,0,No Fance,None,0,6,2009,WD,Allocation,142953,2768,5370,0.31917925334853237,0,1,0,30,0.0,3.0,30,0.009119407238529496,0.04559703619264748,186.66666666666666,4,264.0,1584,0,11200,11200,0,1584
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,100,12919,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NridgHt,Norm,Norm,Single-family Detached,1Story,9,5,2009,2010,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,760,4,2,Poured Contrete,5,3,4,Good Living Quarters,2188,Unfinshed,0,142,2330,GasA,4,1,SBrkr,2364,0,0,2364,1,0,2,1,2,1,4,11,Typ,2,4,Attchd,2009,3,3,820,3,3,2,0,67,0,0,0,0,0,No Fance,None,0,3,2010,New,Partial,611657,5514,9735,0.1829862992491679,67,0,1,0,8.460236886632825E-4,0.6666666666666666,1,0.0077405371932812135,0.03870268596640607,214.9090909090909,8,273.3333333333333,2460,11650,21276,11820,6990,2460
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,65,6993,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Feedr,Norm,Single-family Detached,1Story,5,7,1961,1994,Gable,Two-family Conversion,Hard Board,Plywood,NA,0,2,2,Cinder Block,3,3,1,Below Average Living Quarters,465,Unfinshed,0,447,912,GasA,2,1,SBrkr,1236,0,0,1236,0,0,1,0,3,1,2,6,Typ,1,3,Attchd,1961,1,1,288,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,6,2006,WD,Normal Sale,135000,2436,5469,0.17674817674817675,0,0,1,12,8.090614886731392E-4,3.0,45,0.009295009295009295,0.06506506506506507,206.0,2,288.0,864,2736,6180,8652,2736,864
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,7340,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,4,6,1971,1971,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,3,3,1,Average Living Quarters,322,Unfinshed,0,536,858,GasA,2,1,SBrkr,858,0,0,858,0,0,1,0,2,1,2,4,Typ,0,0,Detchd,1979,1,1,684,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,6,2007,WD,Normal Sale,110000,2400,5798,0.11689373297002725,0,0,0,36,0.0,2.0,36,0.0,0.0,214.5,1,684.0,2052,2574,3432,5148,2574,2052
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,64,8712,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,7,1957,2000,Hip,Two-family Conversion,Metal Siding,Metal Siding,NA,0,2,3,Cinder Block,3,3,2,Below Average Living Quarters,860,Unfinshed,0,132,992,GasA,2,1,SBrkr,1306,0,0,1306,1,0,1,0,2,1,2,5,Typ,0,0,Detchd,1968,1,1,756,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,5,2009,WD,Normal Sale,153000,3054,6650,0.14990817263544537,0,0,1,9,0.0,2.0,52,0.0073461891643709825,0.051423324150596875,261.2,2,756.0,2268,2976,6530,9142,2976,2268
2-STORY 1946 & NEWER,Residential Low Density,63,7875,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,7,5,2003,2003,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,783,783,GasA,4,1,SBrkr,807,702,0,1509,0,0,2,1,3,1,3,8,Typ,1,4,Attchd,2003,3,2,393,3,3,2,0,75,0,0,0,0,0,No Fance,None,0,7,2006,WD,Normal Sale,180000,2685,6675,0.1916190476190476,75,1,0,3,6.626905235255136E-4,1.0,3,0.008,0.04,188.625,4,196.5,1179,3132,10563,7545,2349,1179
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,50,14859,Paved,Not Alley Access,Slightly irregular,Hillside,All public Utilities,CulDSac,Gentle,Gilbert,Norm,Norm,Single-family Detached,1Story,7,5,2006,2006,Hip,Two-family Conversion,Vinyl Siding,Vinyl Siding,Brick Face,27,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,1670,1670,GasA,4,1,SBrkr,1670,0,0,1670,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,2006,2,3,690,3,3,2,144,60,0,0,0,0,0,No Fance,None,0,8,2006,New,Partial,240000,4030,12499,0.1123897974291675,60,0,0,0,5.988023952095808E-4,1.5,0,0.003364963994885255,0.016824819974426274,238.57142857142858,3,230.0,2070,6680,11690,8350,5010,2070
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,6173,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Sawyer,Norm,Norm,Single-family Detached,1Story,5,6,1967,1967,Gable,Two-family Conversion,Hard Board,Wood Siding,Brick Face,75,2,2,Cinder Block,3,3,1,Good Living Quarters,599,Unfinshed,0,277,876,GasA,2,1,SBrkr,902,0,0,902,0,0,1,0,3,1,2,6,Typ,0,0,Attchd,1967,1,1,288,3,3,2,0,0,0,0,0,0,0,Minimum Privacy,None,0,8,2007,WD,Normal Sale,125500,2066,4983,0.14612020087477726,0,0,0,40,0.0,3.0,40,0.0,0.0,150.33333333333334,2,288.0,864,2628,4510,5412,2628,864
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,80,9920,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Inside,Gentle,NAmes,Norm,Norm,Single-family Detached,1Story,5,5,1954,1954,Gable,Two-family Conversion,Hard Board,Hard Board,Stone,110,2,2,Cinder Block,3,3,1,Average Rec Room,354,Low Quality,290,412,1056,GasA,2,1,SBrkr,1063,0,0,1063,1,0,1,0,3,1,2,6,Typ,0,0,Attchd,1954,2,1,280,3,3,2,0,0,164,0,0,0,0,Minimum Privacy,None,0,2,2010,WD,Normal Sale,128000,2399,8577,0.10715725806451613,164,0,0,56,0.0,3.0,56,0.008064516129032258,0.04032258064516129,177.16666666666666,2,280.0,840,3168,5315,5315,3168,840
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,116,13501,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Corner,Gentle,Somerst,Norm,Norm,Single-family Detached,1Story,8,5,2006,2006,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,Stone,208,3,2,Poured Contrete,4,3,1,Good Living Quarters,63,Unfinshed,0,1560,1623,GasA,4,1,SBrkr,1636,0,0,1636,1,0,2,0,3,1,3,8,Typ,1,4,Attchd,2006,2,3,865,3,3,2,0,60,0,0,0,0,0,No Fance,None,0,6,2007,WD,Normal Sale,255000,4124,11000,0.12117620916969113,60,0,0,1,6.112469437652812E-4,1.5,1,0.008591956151396192,0.04295978075698096,204.5,4,288.3333333333333,2595,6492,13088,8180,4869,2595
1-1/2 STORY FINISHED ALL AGES,Residential Low Density,86,11500,Paved,Not Alley Access,Slightly irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Crawfor,Norm,Norm,Single-family Detached,1.5Fin,7,7,1936,1987,Gable,Two-family Conversion,Brick Face,Brick Face,NA,0,3,2,Cinder Block,4,3,1,Average Rec Room,223,Unfinshed,0,794,1017,GasA,3,1,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,3,6,Typ,1,4,Attchd,1936,3,1,180,2,3,2,0,0,0,0,322,0,0,No Fance,None,0,6,2006,WD,Normal Sale,250000,3254,10300,0.1788695652173913,322,1,1,19,4.861448711716091E-4,1.5,70,0.007478260869565217,0.05234782608695652,342.8333333333333,2,180.0,360,4068,14399,14399,3051,540
1-STORY 1946 & NEWER ALL STYLES,Residential Low Density,0,8885,Paved,Not Alley Access,Slightly irregular,Depression,All public Utilities,Inside,Moderate,Mitchel,Norm,Norm,Single-family Detached,1Story,5,5,1983,1983,Gable,Two-family Conversion,Hard Board,Hard Board,NA,0,2,2,Cinder Block,4,3,3,Below Average Living Quarters,301,Average Living Quarters,324,239,864,GasA,2,1,SBrkr,902,0,0,902,1,0,1,0,2,1,2,5,Typ,0,0,Attchd,1983,1,2,484,3,3,2,164,0,0,0,0,0,0,Minimum Privacy,None,0,6,2006,WD,Normal Sale,131000,2250,7499,0.10151941474395047,0,0,0,23,0.0,2.0,23,0.0,0.0,180.4,2,242.0,1452,3456,4510,4510,2592,1452
2-STORY 1946 & NEWER,Residential Low Density,149,12589,Paved,Not Alley Access,Moderately Irregular,Near Flat/Level,All public Utilities,Inside,Gentle,Gilbert,Norm,Norm,Single-family Detached,2Story,6,5,2005,2005,Gable,Two-family Conversion,Vinyl Siding,Vinyl Siding,NA,0,3,2,Poured Contrete,4,3,1,Unfinshed,0,Unfinshed,0,742,742,GasA,4,1,SBrkr,742,742,0,1484,0,0,2,1,3,1,3,8,Typ,1,4,Attchd,2005,3,2,390,3,3,2,36,24,0,0,0,0,0,No Fance,None,0,6,2009,WD,Normal Sale,174000,2616,11457,0.11788068949082532,24,1,0,4,6.738544474393531E-4,1.0,4,0.011835729605210898,0.05917864802605449,185.5,4,195.0,1170,2968,8904,7420,2226,1170
DUPLEX - ALL STYLES AND AGES,Residential Low Density,80,11600,Paved,Not Alley Access,Regular,Near Flat/Level,All public Utilities,Corner,Gentle,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,Two-family Conversion,Metal Siding,Metal Siding,Brick Face,361,2,2,Cinder Block,3,3,1,Average Rec Room,443,Unfinshed,0,662,1105,GasA,2,1,FuseA,1105,1169,0,2274,0,0,2,0,5,2,2,12,Typ,0,0,Detchd,1960,1,2,480,3,3,2,0,0,0,0,0,0,0,No Fance,None,0,1,2010,WD,Normal Sale,154300,3859,10015,0.19603448275862068,0,1,0,50,0.0,2.5,50,0.006896551724137931,0.034482758620689655,189.5,5,240.0,1440,3315,11370,11370,3315,1440
